PPID,Final50,Day,Time,Valence,Arousal,Word1,Intensity1,Word2,Intensity2,Word3,Intensity3,Word4,Intensity4,Phrase,InferredValence
32,1,14,14:50,6,-5,calm,2,,,,,,,calm   ,0.806252189
33,1,1,10:48,14,21,contented,3,,,,,,,contented   ,0.874681131
33,1,1,11:43,2,8,rested,2,,,,,,,rested   ,0.540330727
33,1,1,13:26,17,32,relaxed,3,,,,,,,relaxed   ,0.831419917
33,1,1,13:44,7,33,happy,3,,,,,,,happy   ,0.820155087
33,1,1,14:22,14,15,happy,3,,,,,,,happy   ,0.820155087
33,1,1,16:26,43,37,relaxed,3,,,,,,,relaxed   ,0.831419917
33,1,1,17:22,40,45,relaxed,2,,,,,,,relaxed   ,0.831419917
33,1,2,11:13,27,17,relaxed,3,,,,,,,relaxed   ,0.831419917
33,1,2,12:33,21,17,tensed,2,,,,,,,tensed   ,0.382386976
33,1,2,13:42,37,41,happy,3,,,,,,,happy   ,0.820155087
33,1,2,14:10,32,8,relaxed,4,,,,,,,relaxed   ,0.831419917
33,1,2,16:38,37,40,contented,3,,,,,,,contented   ,0.874681131
33,1,3,10:17,36,32,peaceful,4,,,,,,,peaceful   ,0.775831796
33,1,3,10:26,28,29,happy,2,,,,,,,happy   ,0.820155087
33,1,3,10:38,34,30,content,2,,,,,,,content   ,0.874681131
33,1,3,11:54,38,32,rested,2,,,,,,,rested   ,0.540330727
33,1,3,12:21,27,26,happy,3,,,,,,,happy   ,0.820155087
33,1,3,14:24,28,24,happy,3,,,,,,,happy   ,0.820155087
33,1,3,15:29,38,40,pleasant,3,,,,,,,pleasant   ,0.875745794
33,1,4,8:38,18,18,relaxed,2,,,,,,,relaxed   ,0.831419917
33,1,4,9:05,26,26,relaxed,2,,,,,,,relaxed   ,0.831419917
33,1,4,9:14,-50,13,relaxed,2,,,,,,,relaxed   ,0.831419917
33,1,4,9:22,15,20,peaceful,3,,,,,,,peaceful   ,0.775831796
33,1,4,9:34,25,19,peaceful,3,,,,,,,peaceful   ,0.775831796
33,1,4,10:03,30,33,relaxed,3,,,,,,,relaxed   ,0.831419917
33,1,4,10:14,26,36,relaxed,2,,,,,,,relaxed   ,0.831419917
33,1,4,10:23,25,20,stressed,2,,,,,,,stressed   ,0.211478885
33,1,4,10:33,21,20,stressed,3,,,,,,,stressed   ,0.211478885
33,1,4,10:42,33,30,relaxed,3,,,,,,,relaxed   ,0.831419917
33,1,4,10:52,27,26,relaxed,3,,,,,,,relaxed   ,0.831419917
33,1,4,11:05,8,20,peaceful,3,,,,,,,peaceful   ,0.775831796
33,1,4,11:18,20,20,peaceful,3,,,,,,,peaceful   ,0.775831796
33,1,4,11:24,19,18,peaceful,3,,,,,,,peaceful   ,0.775831796
33,1,4,11:48,15,11,peaceful,3,,,,,,,peaceful   ,0.775831796
33,1,4,13:57,16,17,peaceful,2,,,,,,,peaceful   ,0.775831796
33,1,4,14:13,24,23,happy,3,,,,,,,happy   ,0.820155087
33,1,4,14:24,20,18,happy,3,,,,,,,happy   ,0.820155087
33,1,4,14:30,20,22,happy,3,,,,,,,happy   ,0.820155087
33,1,4,14:41,24,21,serious,2,,,,,,,serious   ,0.645578266
33,1,4,14:50,32,0,funny,3,,,,,,,funny   ,0.871749471
33,1,4,15:06,30,32,happy,3,,,,,,,happy   ,0.820155087
33,1,4,15:26,21,17,serious,3,,,,,,,serious   ,0.645578266
33,1,4,15:36,24,14,happy,3,,,,,,,happy   ,0.820155087
33,1,4,15:50,20,25,happy,3,,,,,,,happy   ,0.820155087
33,1,4,16:05,16,27,contented,2,,,,,,,contented   ,0.874681131
33,1,4,16:20,8,12,serious,2,,,,,,,serious   ,0.645578266
33,1,5,9:24,16,16,tensed,2,,,,,,,tensed   ,0.382386976
33,1,5,9:53,26,28,peaceful,2,,,,,,,peaceful   ,0.775831796
33,1,5,10:21,20,-1,relaxed,2,,,,,,,relaxed   ,0.831419917
33,1,5,10:35,9,22,relaxed,3,,,,,,,relaxed   ,0.831419917
33,1,5,11:14,24,17,peaceful,3,,,,,,,peaceful   ,0.775831796
33,1,5,11:28,18,27,peaceful,3,,,,,,,peaceful   ,0.775831796
33,1,5,11:35,14,21,relaxed,3,,,,,,,relaxed   ,0.831419917
33,1,5,11:55,17,25,relaxed,3,,,,,,,relaxed   ,0.831419917
33,1,5,12:08,22,20,peaceful,3,,,,,,,peaceful   ,0.775831796
33,1,5,12:20,13,18,peaceful,3,,,,,,,peaceful   ,0.775831796
33,1,5,12:40,18,19,peaceful,2,,,,,,,peaceful   ,0.775831796
33,1,5,13:58,18,21,peaceful,3,,,,,,,peaceful   ,0.775831796
33,1,5,14:10,15,23,relaxed,3,,,,,,,relaxed   ,0.831419917
33,1,5,14:26,23,15,relaxed,3,,,,,,,relaxed   ,0.831419917
33,1,5,14:46,20,18,happy,3,,,,,,,happy   ,0.820155087
33,1,5,14:58,15,16,contented,2,,,,,,,contented   ,0.874681131
33,1,5,15:41,29,28,calm,2,,,,,,,calm   ,0.806252189
33,1,5,16:42,11,12,peaceful,3,,,,,,,peaceful   ,0.775831796
33,1,6,14:06,28,16,calm,2,,,,,,,calm   ,0.806252189
33,1,6,14:17,17,25,peaceful,3,,,,,,,peaceful   ,0.775831796
33,1,6,14:32,8,19,peaceful,3,,,,,,,peaceful   ,0.775831796
33,1,6,14:40,15,13,calm,2,,,,,,,calm   ,0.806252189
33,1,6,14:54,11,10,calm,3,,,,,,,calm   ,0.806252189
33,1,7,12:26,16,19,happy,2,,,,,,,happy   ,0.820155087
33,1,7,12:53,28,28,calm,2,,,,,,,calm   ,0.806252189
33,1,7,13:43,2,10,stressed,3,,,,,,,stressed   ,0.211478885
33,1,7,14:08,3,23,peaceful,3,,,,,,,peaceful   ,0.775831796
33,1,7,14:23,19,22,peaceful,3,,,,,,,peaceful   ,0.775831796
33,1,8,9:56,10,20,peaceful,2,,,,,,,peaceful   ,0.775831796
33,1,8,10:08,4,1,calm,2,,,,,,,calm   ,0.806252189
33,1,8,14:11,8,17,peaceful,2,,,,,,,peaceful   ,0.775831796
33,1,8,15:13,18,12,hassled,2,,,,,,,hassled   ,0.556596943
33,1,9,11:18,6,12,stressed,3,,,,,,,stressed   ,0.211478885
33,1,9,11:46,24,28,calm,3,,,,,,,calm   ,0.806252189
33,1,9,12:28,6,3,stressful,2,,,,,,,stressful   ,0.211478885
33,1,9,13:31,2,8,stressed,3,,,,,,,stressed   ,0.211478885
33,1,9,14:16,5,20,calm,3,,,,,,,calm   ,0.806252189
33,1,10,10:47,11,8,haste,3,,,,,,,haste   ,0.736844795
33,1,10,11:10,17,22,calm,2,,,,,,,calm   ,0.806252189
33,1,10,11:19,19,17,calm,3,,,,,,,calm   ,0.806252189
33,1,10,15:35,22,25,calm,3,,,,,,,calm   ,0.806252189
33,1,11,12:08,14,14,relaxed,3,,,,,,,relaxed   ,0.831419917
33,1,11,12:22,3,18,calm,3,,,,,,,calm   ,0.806252189
33,1,11,13:04,9,15,calm,2,,,,,,,calm   ,0.806252189
33,1,11,13:10,5,6,peaceful,2,,,,,,,peaceful   ,0.775831796
33,1,11,13:19,8,5,peaceful,3,,,,,,,peaceful   ,0.775831796
33,1,11,13:27,16,11,peaceful,2,,,,,,,peaceful   ,0.775831796
33,1,12,10:06,20,23,stressed,2,,,,,,,stressed   ,0.211478885
33,1,12,10:19,3,16,stressed,3,,,,,,,stressed   ,0.211478885
33,1,12,13:39,23,20,peacefulb,2,,,,,,,peacefulb   ,0.775831796
33,1,12,13:46,6,16,peaceful,2,,,,,,,peaceful   ,0.775831796
33,1,14,9:46,13,7,stressed,2,,,,,,,stressed   ,0.211478885
33,1,14,10:03,6,14,stressed,2,,,,,,,stressed   ,0.211478885
33,1,15,11:16,-6,3,calm,3,,,,,,,calm   ,0.806252189
33,1,15,11:23,-3,-4,calm,2,,,,,,,calm   ,0.806252189
33,1,15,12:11,10,16,stressed,2,,,,,,,stressed   ,0.211478885
34,1,1,11:28,-4,3,bored,2,,,,,,,bored   ,0.29013928
34,1,1,12:25,1,5,happy,3,,,,,,,happy   ,0.820155087
34,1,1,12:46,8,3,neutral,3,,,,,,,neutral   ,0.525447807
34,1,1,12:55,3,4,neutral,3,,,,,,,neutral   ,0.525447807
34,1,1,13:22,10,3,relieved,3,,,,,,,relieved   ,0.875601453
34,1,1,16:02,22,20,relaxed,3,,,,,,,relaxed   ,0.831419917
34,1,2,11:12,16,18,excited,3,,,,,,,excited   ,0.917852793
34,1,2,12:29,21,12,waiting,4,,,,,,,waiting   ,0.47975391
34,1,2,13:01,25,31,happy,3,,,,,,,happy   ,0.820155087
34,1,2,14:48,-29,38,relieves,5,,,,,,,relieves   ,0.875601453
34,1,2,15:32,1,-27,tired,3,,,,,,,tired   ,0.354044171
34,1,3,10:15,-21,15,annoyed,4,,,,,,,annoyed   ,0.14711635
34,1,3,10:24,16,29,relieved,3,,,,,,,relieved   ,0.875601453
34,1,3,10:35,6,18,hungry,3,,,,,,,hungry   ,0.288268693
34,1,3,10:48,8,-24,tired,4,,,,,,,tired   ,0.354044171
34,1,3,11:17,-15,-37,"tired

tired",4,,,,,,,"tired

tired   ",0.354044171
34,1,3,11:27,8,9,"relaxed
relaxed",3,,,,,,,"relaxed
relaxed   ",0.831419917
34,1,3,11:37,5,2,relaxes,4,,,,,,,relaxes   ,0.831419917
34,1,3,11:53,10,16,happy,3,,,,,,,happy   ,0.820155087
34,1,3,12:19,18,5,content,4,,,,,,,content   ,0.874681131
34,1,3,12:37,15,-1,satisfied,3,,,,,,,satisfied   ,0.874978663
34,1,3,13:08,5,16,"tired

tired",2,,,,,,,"tired

tired   ",0.354044171
34,1,3,13:47,17,1,relieved,3,,,,,,,relieved   ,0.875601453
34,1,3,14:39,31,27,"also


ale

sleepy",2,,,,,,,"also


ale

sleepy   ",0.442624819
34,1,3,15:15,30,-15,relaxed,4,,,,,,,relaxed   ,0.831419917
34,1,3,15:41,21,25,hungry,4,,,,,,,hungry   ,0.288268693
34,1,3,16:14,33,-4,neutral,3,,,,,,,neutral   ,0.525447807
34,1,3,17:25,29,22,"w
tired",3,,,,,,,"w
tired   ",0.354044171
34,1,4,10:43,12,6,"bored 
bored",3,,,,,,,"bored 
bored   ",0.29013928
34,1,4,11:15,20,15,satisfied,3,,,,,,,satisfied   ,0.874978663
34,1,4,12:09,14,13,hungry,5,,,,,,,hungry   ,0.288268693
34,1,4,13:35,-32,50,upset,4,,,,,,,upset   ,0.264452257
34,1,4,13:53,-9,0,tired,3,,,,,,,tired   ,0.354044171
34,1,4,14:18,15,6,happy,3,,,,,,,happy   ,0.820155087
34,1,4,15:30,22,20,confused,4,,,,,,,confused   ,0.339610907
34,1,5,10:08,-43,-2,annoyed,5,,,,,,,annoyed   ,0.14711635
34,1,5,11:35,10,13,content,2,,,,,,,content   ,0.874681131
34,1,5,12:25,10,-12,sleepy,3,,,,,,,sleepy   ,0.442624819
34,1,5,12:38,-21,16,hungty,4,,,,,,,hungty   ,0.288268693
34,1,5,14:00,26,-2,relieved,3,,,,,,,relieved   ,0.875601453
34,1,5,16:42,41,-6,confused,4,,,,,,,confused   ,0.339610907
34,1,6,10:18,5,5,calm,4,,,,,,,calm   ,0.806252189
34,1,6,10:35,22,23,uncomfortable,2,,,,,,,uncomfortable   ,0.40115755
34,1,6,10:57,31,21,amused,3,,,,,,,amused   ,0.881390859
34,1,6,11:39,9,-8,happy,3,,,,,,,happy   ,0.820155087
34,1,6,11:58,13,-1,curious,3,,,,,,,curious   ,0.56748866
34,1,6,12:46,15,3,hungry,4,,,,,,,hungry   ,0.288268693
34,1,6,13:40,23,-8,happy,4,,,,,,,happy   ,0.820155087
34,1,6,14:39,1,19,neutral,3,,,,,,,neutral   ,0.525447807
34,1,7,10:36,-8,24,disappointed,3,,,,,,,disappointed   ,0.091602776
34,1,7,10:59,16,0,calm,3,,,,,,,calm   ,0.806252189
34,1,7,11:53,11,-3,bored,3,,,,,,,bored   ,0.29013928
34,1,7,12:30,12,-26,tired,4,,,,,,,tired   ,0.354044171
34,1,7,13:19,24,-18,satisfied,4,,,,,,,satisfied   ,0.874978663
34,1,7,14:35,33,2,glad,4,,,,,,,glad   ,0.957484623
34,1,7,14:49,4,5,confused,4,,,,,,,confused   ,0.339610907
34,1,8,10:17,-12,3,startled,2,,,,,,,startled   ,0.209552536
34,1,8,10:53,15,-13,satisfied,3,,,,,,,satisfied   ,0.874978663
34,1,8,11:51,27,27,excited,4,,,,,,,excited   ,0.917852793
34,1,8,12:15,33,28,interested,5,,,,,,,interested   ,0.586180874
34,1,8,12:55,23,23,confident,3,,,,,,,confident   ,0.810351298
34,1,8,13:51,17,15,confused,4,,,,,,,confused   ,0.339610907
34,1,8,15:38,24,-1,calm,3,,,,,,,calm   ,0.806252189
34,1,9,10:50,4,24,glad,3,,,,,,,glad   ,0.957484623
34,1,9,11:36,3,13,comfortable,3,,,,,,,comfortable   ,0.808475865
34,1,9,13:10,23,23,content,2,,,,,,,content   ,0.874681131
34,1,9,13:21,20,15,hungry,3,,,,,,,hungry   ,0.288268693
34,1,9,13:27,11,3,hungry,3,,,,,,,hungry   ,0.288268693
34,1,9,14:03,10,2,calm,4,,,,,,,calm   ,0.806252189
34,1,9,14:44,20,14,amused,3,,,,,,,amused   ,0.881390859
34,1,9,15:03,19,-15,calm,3,,,,,,,calm   ,0.806252189
34,1,10,9:44,-2,-8,tired,3,,,,,,,tired   ,0.354044171
34,1,10,10:16,10,0,annoyed,2,,,,,,,annoyed   ,0.14711635
34,1,10,11:08,15,8,bored,2,,,,,,,bored   ,0.29013928
34,1,10,11:21,17,-1,happy,3,,,,,,,happy   ,0.820155087
34,1,10,11:31,17,2,laughing,2,,,,,,,laughing   ,0.912989709
34,1,10,14:13,28,20,Glad,4,,,,,,,Glad   ,0.957484623
34,1,10,15:08,19,0,calm,5,,,,,,,calm   ,0.806252189
34,1,10,15:18,16,-1,hungry,3,,,,,,,hungry   ,0.288268693
34,1,11,11:23,2,-33,"exhaust Ed
exhausted",4,,,,,,,"exhaust Ed
exhausted   ",0.264861025
34,1,11,11:46,0,-27,tired,5,,,,,,,tired   ,0.354044171
34,1,11,12:23,3,-27,tires,3,,,,,,,tires   ,0.354044171
34,1,11,13:01,3,-3,tired,3,,,,,,,tired   ,0.354044171
34,1,11,14:53,7,2,calm,3,,,,,,,calm   ,0.806252189
34,1,11,15:45,21,15,Happy,3,,,,,,,Happy   ,0.820155087
34,1,11,16:19,7,1,"relax Ed

relaxing",3,,,,,,,"relax Ed

relaxing   ",0.831419917
34,1,11,17:42,5,-15,hungry,3,,,,,,,hungry   ,0.288268693
34,1,12,10:38,15,3,calm,3,,,,,,,calm   ,0.806252189
34,1,12,10:58,13,15,amused,3,,,,,,,amused   ,0.881390859
34,1,12,11:18,1,-2,boredom,3,,,,,,,boredom   ,0.29013928
34,1,12,12:09,11,-9,hungry,3,,,,,,,hungry   ,0.288268693
34,1,12,12:41,17,16,hungry,3,,,,,,,hungry   ,0.288268693
34,1,12,13:23,2,0,tiredness,2,,,,,,,tiredness   ,0.354044171
34,1,12,15:48,22,2,content,3,,,,,,,content   ,0.874681131
34,1,12,16:16,15,20,Happy,3,,,,,,,Happy   ,0.820155087
34,1,12,16:25,15,6,Happy,3,,,,,,,Happy   ,0.820155087
34,1,12,16:34,8,-2,relaxing,3,,,,,,,relaxing   ,0.831419917
34,1,13,10:44,16,17,interested,3,,,,,,,interested   ,0.586180874
34,1,13,11:05,19,17,happy,3,,,,,,,happy   ,0.820155087
34,1,13,12:11,14,-1,hungry,4,,,,,,,hungry   ,0.288268693
34,1,13,13:08,15,24,content,3,,,,,,,content   ,0.874681131
34,1,13,15:13,17,7,hungry,3,,,,,,,hungry   ,0.288268693
34,1,13,15:48,5,0,content,3,,,,,,,content   ,0.874681131
34,1,13,16:00,20,16,Happy,3,,,,,,,Happy   ,0.820155087
34,1,14,9:59,16,11,surprised,2,,,,,,,surprised   ,0.668636064
34,1,14,10:05,15,10,hungry,3,,,,,,,hungry   ,0.288268693
34,1,14,11:26,19,17,determined,3,,,,,,,determined   ,0.693018744
34,1,14,12:32,18,22,happy,3,,,,,,,happy   ,0.820155087
34,1,14,12:38,17,5,Annoyed,2,,,,,,,Annoyed   ,0.14711635
34,1,14,14:12,19,0,happy,3,,,,,,,happy   ,0.820155087
34,1,14,14:30,20,16,tired,3,,,,,,,tired   ,0.354044171
34,1,14,14:40,16,17,laughing,3,,,,,,,laughing   ,0.912989709
36,1,2,11:27,11,13,anxious,2,distracted,3,,,,,anxious distracted  ,0.460980448
36,1,3,10:14,25,-8,relaxed,4,amused,4,,,,,relaxed amused  ,0.85034362
36,1,3,10:22,6,-10,calm,5,unfocused,2,,,,,calm unfocused  ,0.685078855
36,1,4,8:47,0,10,anxious,3,confused,2,,,,,anxious confused  ,0.313875338
36,1,4,10:41,13,13,tense,3,anxious,2,,,,,tense anxious  ,0.421965992
36,1,4,10:55,6,14,pleased,3,happy,3,,,,,pleased happy  ,0.797016299
36,1,4,11:24,20,22,occupied,4,tired,2,stressed,2,pleasant,4,occupied tired stressed pleasant,0.279606261
36,1,4,11:44,18,9,accomplished,3,relieved,3,,,,,accomplished relieved  ,0.900910937
36,1,4,12:16,14,20,confused,3,jittery,3,,,,,confused jittery  ,0.314534875
36,1,4,15:30,-10,8,overwhelmed,4,worried,3,,,,,overwhelmed worried  ,0.319501503
36,1,4,17:11,18,-5,excited,3,bored,2,,,,,excited bored  ,0.66490905
36,1,5,13:42,11,9,preoccupied,3,,,,,,,preoccupied   ,0.397629407
36,1,6,10:20,-19,12,distracted,5,annoyed,2,,,,,distracted annoyed  ,0.256877295
36,1,6,11:16,5,-14,bored,3,,,,,,,bored   ,0.29013928
36,1,6,11:23,8,17,busy,3,occupied,3,,,,,busy occupied  ,0.364711672
36,1,6,11:46,4,-16,bored,3,tired,3,,,,,bored tired  ,0.311485421
36,1,6,11:52,7,-15,embarrassed,2,awkward,3,,,,,embarrassed awkward  ,0.206582021
36,1,6,12:03,4,3,bored,4,calm,3,,,,,bored calm  ,0.644043447
36,1,6,12:10,9,16,happy,2,relaxes,3,,,,,happy relaxes  ,0.834210016
36,1,6,12:21,20,16,focused,4,,,,,,,focused   ,0.701466017
36,1,6,12:31,10,6,bored,4,anxious,2,,,,,bored anxious  ,0.394720988
36,1,6,13:42,6,-15,busy,3,excited,3,,,,,busy excited  ,0.727951616
36,1,7,9:42,9,5,tired,3,productive,4,,,,,tired productive  ,0.467505483
36,1,7,10:52,9,18,calm,3,occupied,3,,,,,calm occupied  ,0.748093558
36,1,7,11:15,11,14,bored,3,engaged,2,,,,,bored engaged  ,0.588434185
36,1,7,11:23,4,10,annoyed,2,,,,,,,annoyed   ,0.14711635
36,1,7,11:31,-23,13,annoyed,3,bored,3,,,,,annoyed bored  ,0.215930604
36,1,7,11:48,12,24,relaxed,3,hungry,3,,,,,relaxed hungry  ,0.433027091
36,1,7,12:00,5,9,angsty,3,tired,3,,,,,angsty tired  ,0.235759959
36,1,7,12:11,5,-9,calm,3,happy,2,,,,,calm happy  ,0.792875197
36,1,7,12:25,12,16,pleasant,3,,,,,,,pleasant   ,0.875745794
36,1,7,12:40,7,1,nervous,2,happy,2,,,,,nervous happy  ,0.623586489
36,1,7,13:43,12,13,busy,4,worn,4,,,,,busy worn  ,0.302477027
36,1,7,14:11,9,9,anxious,4,,,,,,,anxious   ,0.374103636
36,1,7,14:54,-3,7,amused,3,,,,,,,amused   ,0.881390859
36,1,7,15:13,12,7,anxious,3,,,,,,,anxious   ,0.374103636
36,1,7,15:31,17,20,annoyed,3,,,,,,,annoyed   ,0.14711635
36,1,7,15:38,16,14,bored,4,,,,,,,bored   ,0.29013928
36,1,7,15:45,-11,15,annoyed,3,irritated,2,,,,,annoyed irritated  ,0.165136153
36,1,7,15:51,0,6,bored,3,tired,2,anxious,3,,,bored tired anxious ,0.318733592
36,1,7,16:13,9,9,bored,3,tired,3,,,,,bored tired  ,0.311485421
36,1,7,16:23,11,7,tired,4,,,,,,,tired   ,0.354044171
36,1,8,10:11,29,-10,calm,3,happy,2,relaxed,3,,,calm happy relaxed ,0.781981569
36,1,8,11:09,15,11,busy,4,awkward,2,,,,,busy awkward  ,0.560290786
36,1,9,9:20,17,9,amused,4,excited,2,,,,,amused excited  ,0.865680921
36,1,9,9:30,16,16,amused,3,focused,3,,,,,amused focused  ,0.476941151
36,1,9,10:15,24,12,happy,3,,,,,,,happy   ,0.820155087
36,1,9,12:11,28,4,hungry,3,,,,,,,hungry   ,0.288268693
36,1,9,12:34,30,8,satisfied,4,,,,,,,satisfied   ,0.874978663
36,1,10,9:08,-2,8,annoyed,3,frustrated,3,,,,,annoyed frustrated  ,0.114872932
36,1,10,9:49,-16,10,angry,4,frustrated,5,,,,,angry frustrated  ,0.188469415
36,1,10,10:37,20,12,nervous,2,proud,2,,,,,nervous proud  ,0.588968222
36,1,10,11:24,-8,4,annoyed,3,frustrated,3,,,,,annoyed frustrated  ,0.114872932
36,1,10,11:38,2,-8,anxious,4,,,,,,,anxious   ,0.374103636
36,1,10,13:25,5,7,sad,2,proud,5,,,,,sad proud  ,0.784826606
36,1,11,8:52,7,3,disappointed,4,relaxed,2,,,,,disappointed relaxed  ,0.173898181
36,1,11,9:32,8,9,relaxed,3,,,,,,,relaxed   ,0.831419917
36,1,11,9:54,21,9,frustrated,2,calm,4,,,,,frustrated calm  ,0.63943417
36,1,11,10:32,-13,-17,bored,4,,,,,,,bored   ,0.29013928
36,1,11,10:46,16,17,pleasant,3,,,,,,,pleasant   ,0.875745794
36,1,11,11:08,-15,22,tired,3,,,,,,,tired   ,0.354044171
36,1,11,11:39,12,12,tired,4,hungry,2,,,,,tired hungry  ,0.342273684
36,1,11,11:49,-30,-10,sad,5,nervous,5,,,,,sad nervous  ,0.429557674
36,1,11,12:45,14,6,happy,3,satisfied,3,,,,,happy satisfied  ,0.915343464
36,1,11,12:57,16,19,neutral,3,,,,,,,neutral   ,0.525447807
36,1,11,14:32,20,-17,bored,3,tired,4,,,,,bored tired  ,0.311485421
36,1,11,14:45,-15,-11,exhausted,4,frustrated,2,,,,,exhausted frustrated  ,0.397159908
36,1,11,15:25,-10,15,tired,3,exhausted,2,,,,,tired exhausted  ,0.318157944
36,1,11,15:35,8,7,nervous,3,,,,,,,nervous   ,0.395997219
36,1,11,15:54,7,6,bored,4,tired,2,,,,,bored tired  ,0.311485421
36,1,12,8:49,8,12,happy,3,,,,,,,happy   ,0.820155087
36,1,12,9:15,-6,16,frustrated,2,calm,3,,,,,frustrated calm  ,0.63943417
36,1,12,9:40,-23,21,annoyed,3,,,,,,,annoyed   ,0.14711635
36,1,12,9:59,21,14,surprised,3,,,,,,,surprised   ,0.668636064
36,1,12,10:54,8,8,relaxed,3,happy,3,,,,,relaxed happy  ,0.813834699
36,1,12,11:19,20,16,busy,3,happy,3,,,,,busy happy  ,0.757450319
36,1,12,11:49,19,9,hungry,3,bored,2,,,,,hungry bored  ,0.291900424
36,1,12,12:24,17,-9,happy,3,excited,2,relieved,2,,,happy excited relieved ,0.811136313
36,1,12,13:16,18,8,calm,4,,,,,,,calm   ,0.806252189
36,1,12,14:16,-8,6,awkward,3,nervous,4,,,,,awkward nervous  ,0.519142523
36,1,12,15:22,11,-17,bored,4,,,,,,,bored   ,0.29013928
36,1,12,15:30,12,-14,tired,3,calm,3,content,3,,,tired calm content ,0.755161557
36,1,12,15:57,10,5,amused,3,content,3,,,,,amused content  ,0.821967017
36,1,12,16:16,17,6,anxious,2,excited,3,,,,,anxious excited  ,0.491518476
36,1,13,10:05,22,-10,excited,3,hungry,4,,,,,excited hungry  ,0.396801758
36,1,13,13:34,-9,-8,frustrated,3,annoyed,3,,,,,frustrated annoyed  ,0.120886083
36,1,13,13:51,11,8,happy,3,bored,4,,,,,happy bored  ,0.708095473
36,1,13,14:04,-21,-26,bored,4,frustrated,4,,,,,bored frustrated  ,0.180043661
36,1,14,8:39,12,4,content,3,happy,3,,,,,content happy  ,0.834750413
36,1,14,11:43,12,8,content,3,calm,4,,,,,content calm  ,0.847398406
36,1,14,12:45,15,-6,amused,4,content,3,,,,,amused content  ,0.821967017
36,1,14,13:51,10,10,tired,2,confused,3,,,,,tired confused  ,0.351625928
36,1,14,14:24,-26,13,sad,4,nervous,4,,,,,sad nervous  ,0.429557674
36,1,14,15:17,7,9,distracted,4,worried,2,,,,,distracted worried  ,0.484355476
36,1,14,16:19,12,8,bored,2,excited,3,,,,,bored excited  ,0.651106217
36,1,15,10:12,19,11,tired,5,worn out,4,calm,3,,,tired worn out calm ,0.48688216
36,1,15,11:00,13,-13,bored,4,,,,,,,bored   ,0.29013928
36,1,15,11:08,10,2,bored,3,tired,4,,,,,bored tired  ,0.311485421
37,1,2,10:11,49,3,calm,1,,,,,,,calm   ,0.806252189
37,1,2,10:25,50,1,On the go,2,,,,,,,On the go   ,0.727035424
37,1,2,10:54,50,3,Calm,1,,,,,,,Calm   ,0.806252189
37,1,2,12:16,50,11,Calm,1,Pleasant,1,,,,,Calm Pleasant  ,0.823293168
37,1,2,12:33,50,4,calm,1,,,,,,,calm   ,0.806252189
37,1,2,13:47,50,8,calm,1,,,,,,,calm   ,0.806252189
37,1,2,13:59,50,2,chiling,1,,,,,,,chiling   ,0.876736518
37,1,2,14:24,50,21,relaxed,2,,,,,,,relaxed   ,0.831419917
37,1,2,16:20,50,0,relaxing,1,calm,1,,,,,relaxing calm  ,0.805454283
37,1,3,8:43,50,-1,calm,1,,,,,,,calm   ,0.806252189
37,1,3,8:51,47,5,calm,1,,,,,,,calm   ,0.806252189
37,1,3,9:00,48,0,calm,1,,,,,,,calm   ,0.806252189
37,1,3,9:45,46,15,Calm,2,,,,,,,Calm   ,0.806252189
37,1,3,9:55,42,18,Calm,1,,,,,,,Calm   ,0.806252189
37,1,3,10:02,39,14,calm,1,,,,,,,calm   ,0.806252189
37,1,3,10:13,44,11,calm,1,,,,,,,calm   ,0.806252189
37,1,3,10:22,34,14,calm,1,,,,,,,calm   ,0.806252189
37,1,3,11:13,36,18,relaxing,1,,,,,,,relaxing   ,0.831419917
37,1,3,11:25,48,18,relaxing,1,,,,,,,relaxing   ,0.831419917
37,1,3,11:33,33,11,calm,1,relaxing,1,,,,,calm relaxing  ,0.799596259
37,1,3,11:40,38,8,Calm,2,,,,,,,Calm   ,0.806252189
37,1,3,11:49,24,25,relaxing,1,,,,,,,relaxing   ,0.831419917
37,1,3,12:56,46,5,relaxing,2,,,,,,,relaxing   ,0.831419917
37,1,3,13:16,27,31,Calm,1,,,,,,,Calm   ,0.806252189
37,1,3,15:56,37,5,calm,1,,,,,,,calm   ,0.806252189
37,1,5,8:45,47,-1,calm,1,,,,,,,calm   ,0.806252189
37,1,5,9:08,35,11,Calm,1,,,,,,,Calm   ,0.806252189
37,1,5,10:05,40,25,calm,2,,,,,,,calm   ,0.806252189
37,1,5,11:45,-13,-14,frustrated,3,,,,,,,frustrated   ,0.256387276
37,1,5,12:27,2,21,relaxing,1,,,,,,,relaxing   ,0.831419917
37,1,5,14:55,5,3,Calm,1,,,,,,,Calm   ,0.806252189
37,1,5,15:44,34,16,Relaxing,1,,,,,,,Relaxing   ,0.831419917
37,1,6,10:29,-15,-12,frustrated,3,,,,,,,frustrated   ,0.256387276
37,1,6,13:54,-14,-8,Frustrated,3,,,,,,,Frustrated   ,0.256387276
37,1,6,14:56,29,18,calm,1,,,,,,,calm   ,0.806252189
37,1,6,15:03,41,3,relaxing,1,,,,,,,relaxing   ,0.831419917
37,1,6,15:12,41,6,Calm,1,,,,,,,Calm   ,0.806252189
37,1,7,11:59,-18,-21,frustrated,3,,,,,,,frustrated   ,0.256387276
