ParticipantID,Notification Time,Session Name,WeekNumber,NotificationNumber,Completed Session,Session Instance,Session Length,Valence,Intensity,Arousal,Emotion
28774-544895,49:55.0,Survey,1,33,1,33,03:17.1,6,2,2,Having fun
28774-544895,09:39.0,Survey,1,34,1,34,02:13.9,4,0,3,Sleepy
28774-544895,42:28.0,Survey,1,35,1,35,02:51.9,4,0,4,Feeling some pain in my foot. 
28774-544895,13:10.0,Survey_Sleep,1,1,1,1,03:45.9,5,1,4,Busy
28774-544895,08:55.0,Survey_Sleep,1,2,1,2,01:35.7,6,2,4,Relaxed
28774-544895,07:37.0,Survey_Sleep,1,3,1,3,02:06.4,5,1,3,Calm
28774-544895,22:31.0,Survey_Sleep,1,4,1,4,03:50.8,5,1,4,Hopeful
28774-544895,30:53.0,Survey_Sleep,1,5,1,5,01:38.9,6,2,5,Mentally prepared to workout.
28774-544895,11:15.0,Survey_Sleep,1,6,1,6,03:10.0,5,1,4,Thoughtful
28774-544895,24:45.0,Survey,2,36,1,36,04:31.0,7,3,6,I'm feeling much better than yesterday.
28774-544895,44:38.0,Survey,2,37,1,37,01:05.3,7,3,6,Inspired
28774-544895,40:09.0,Survey,2,38,1,38,01:33.9,5,1,5,Sort of tired.
28774-544895,12:42.0,Survey,2,39,1,39,00:56.6,6,2,5,Tired
28774-544895,49:47.0,Survey,2,40,1,40,00:58.3,6,2,2,Resting
28774-544895,18:40.0,Survey,2,41,1,41,01:18.5,5,1,5,Feeling good. 
28774-544895,03:38.0,Survey,2,42,1,42,01:33.5,6,2,6,Feeling inspired. 
28774-544895,47:44.0,Survey,2,43,1,43,01:02.7,6,2,3,Having fun. 
28774-544895,53:33.0,Survey,2,44,1,44,01:17.5,5,1,3,A little worried. 
28774-544895,29:16.0,Survey,2,45,1,45,01:25.7,5,1,5,Tired
28774-544895,44:06.0,Survey,2,46,1,46,01:32.2,4,0,2,I'm feeling physical pain.
28774-544895,20:27.0,Survey,2,47,1,47,01:25.3,4,0,2,Sleepy
28774-544895,23:42.0,Survey,2,48,1,48,01:07.9,6,2,4,Having a break.
28774-544895,55:44.0,Survey,2,49,1,49,01:10.5,5,1,3,Thoughtful
28774-544895,46:53.0,Survey,2,50,1,50,04:52.2,5,1,4,Reflexive
28774-544895,00:31.0,Survey,2,51,1,51,01:29.3,6,2,5,"Feeling good, inspired. "
28774-544895,16:34.0,Survey,2,52,1,52,01:14.2,6,2,1,good
28774-544895,01:52.0,Survey,2,53,1,53,07:01.4,6,2,4,Talkative
28774-544895,55:04.0,Survey,2,54,1,54,02:48.2,5,1,3,Excited
28774-544895,46:00.0,Survey,2,55,1,55,01:28.3,6,2,2,Having fun
28774-544895,18:06.0,Survey,2,58,1,57,00:55.0,7,3,3,having fun
28774-544895,58:15.0,Survey,2,59,1,58,01:10.3,5,1,3,Sleepy
28774-544895,37:58.0,Survey,2,60,1,59,00:58.8,7,3,4,Satisfied
28774-544895,50:07.0,Survey,2,61,1,60,00:56.3,6,2,4,I'm relaxed.
28774-544895,14:35.0,Survey,2,62,1,61,03:10.6,7,3,6,Active
28774-544895,38:49.0,Survey,2,63,1,62,01:14.6,7,3,3,Satisfied
28774-544895,40:01.0,Survey,2,64,1,63,00:54.5,4,0,2,Tired
28774-544895,29:36.0,Survey,2,66,1,65,01:34.0,5,1,4,Normal mood
28774-544895,22:24.0,Survey,2,67,1,66,00:50.5,6,2,4,Having fun
28774-544895,50:48.0,Survey,2,68,1,67,03:42.3,6,2,2,Feeling happy.
28774-544895,19:55.0,Survey,2,69,1,68,01:01.8,4,0,2,Sleepy
28774-544895,33:08.0,Survey,2,70,1,69,01:13.0,6,2,5,Inspired
28774-544895,18:55.0,Survey_Sleep,2,8,1,7,01:31.5,4,0,2,Sleepy
28774-544895,35:06.0,Survey_Sleep,2,9,1,8,01:21.0,6,2,2,Relaxed
28774-544895,38:54.0,Survey_Sleep,2,10,1,9,02:14.3,5,1,3,A little anxious
28774-544895,20:02.0,Survey_Sleep,2,11,1,10,01:27.1,6,2,5,Relieved
28774-544895,09:20.0,Survey_Sleep,2,12,1,11,01:55.6,4,0,1,Drowsy
28774-544895,31:13.0,Survey_Sleep,2,14,1,12,01:40.1,5,1,4,good
28774-544895,37:46.0,Survey,3,71,1,70,01:27.8,6,2,3,Feeling creative
28774-544895,22:02.0,Survey,3,72,1,71,01:18.9,5,1,4,Inspired
28774-544895,12:37.0,Survey,3,73,1,72,01:10.9,5,1,6,I feel overwhelmed
28774-544895,40:57.0,Survey,3,74,1,73,01:32.3,6,2,5,Happy
28774-544895,48:20.0,Survey,3,75,1,74,01:06.4,6,2,3,Relaxed
28774-544895,25:12.0,Survey,3,76,1,75,01:09.6,6,2,5,Thoughtful
28774-544895,08:39.0,Survey,3,77,1,76,00:53.7,6,2,5,Under pressure
28774-544895,18:26.0,Survey,3,78,1,77,00:48.6,6,2,4,Having fun
28774-544895,19:32.0,Survey,3,79,1,78,03:43.9,6,2,3,Inspired
28774-544895,13:19.0,Survey,3,80,1,79,00:55.7,6,2,2,Feeling comfortable
28774-544895,47:18.0,Survey,3,81,1,80,01:33.9,4,0,2,Tired
28774-544895,35:52.0,Survey,3,82,1,81,02:23.4,4,0,5,Stressed
28774-544895,34:05.0,Survey,3,83,1,82,01:20.0,4,0,3,Relaxed
28774-544895,04:23.0,Survey,3,84,1,83,04:14.6,5,1,4,Feeling comfortabe. 
28774-544895,50:17.0,Survey,3,85,1,84,01:52.2,3,1,3,Worried
28774-544895,17:11.0,Survey,3,86,1,85,01:22.6,4,0,3,Worried. 
28774-544895,05:27.0,Survey,3,87,1,86,01:29.3,2,2,3,Confused.
28774-544895,58:07.0,Survey,3,88,1,87,02:23.4,6,2,3,Relieved
28774-544895,48:52.0,Survey,3,89,1,88,01:22.2,5,1,3,Thoughtful
28774-544895,33:53.0,Survey,3,90,1,89,01:02.4,7,3,2,Good.
28774-544895,49:07.0,Survey,3,91,1,90,01:42.6,4,0,5,A little insecure. 
28774-544895,57:09.0,Survey,3,94,1,91,01:15.8,4,0,3,Disappointed.
28774-544895,13:40.0,Survey,3,95,1,92,01:46.9,5,1,3,Thoughtful
28774-544895,13:58.0,Survey,3,96,1,93,02:14.6,6,2,2,Relaxed
28774-544895,03:42.0,Survey,3,97,1,94,01:19.5,7,3,4,Good!
28774-544895,41:48.0,Survey,3,98,1,95,01:39.3,7,3,4,I feel relaxed and comfortable. 
28774-544895,35:46.0,Survey,3,99,1,96,04:41.2,5,1,2,Having fun
28774-544895,52:31.0,Survey,3,100,1,97,01:11.3,6,2,2,Sleepy
28774-544895,33:45.0,Survey,3,101,1,98,01:47.4,6,2,4,A little frustrated.
28774-544895,15:56.0,Survey,3,102,1,99,00:45.4,5,1,3,relaxed
28774-544895,00:48.0,Survey,3,103,1,100,01:58.8,5,1,2,Sleepy
28774-544895,47:20.0,Survey,3,104,1,101,01:54.2,5,1,2,Relaxed
28774-544895,17:53.0,Survey,3,105,1,102,03:14.6,6,2,3,Having fun.
28774-544895,13:55.0,Survey_Sleep,3,15,1,13,01:33.3,4,0,2,Sleepy
28774-544895,58:48.0,Survey_Sleep,3,17,1,14,01:39.6,5,1,3,Sleepy
28774-544895,11:56.0,Survey_Sleep,3,18,1,15,00:54.8,4,0,3,Sleepy
28774-544895,47:54.0,Survey_Sleep,3,19,1,16,02:46.5,4,0,4,worried
28774-544895,28:18.0,Survey_Sleep,3,20,1,17,02:01.6,7,3,4,Relieved
28774-544895,46:07.0,Survey_Sleep,3,21,1,18,01:08.9,5,1,3,Inspired
28774-544895,45:46.0,Survey,4,106,1,103,00:50.0,4,0,2,Disappointed
28774-544895,25:24.0,Survey,4,107,1,104,01:43.1,6,2,4,Relieved
28774-544895,17:44.0,Survey,4,108,1,105,01:03.8,5,1,5,Uncomfortable
28774-544895,57:46.0,Survey,4,109,1,106,01:14.4,4,0,3,Frustrated
28774-544895,37:36.0,Survey,4,110,1,107,02:24.7,5,1,4,Tired
28774-544895,26:03.0,Survey,4,111,1,108,01:08.0,6,2,4,Having fun
28774-544895,43:31.0,Survey,4,112,1,109,00:51.2,6,2,2,Having fun
28774-544895,10:43.0,Survey,4,113,1,110,01:02.5,6,2,5,"On task, busy."
28774-544895,36:20.0,Survey,4,114,1,111,02:52.9,6,2,6,hungry
28774-544895,17:04.0,Survey,4,115,1,112,01:37.3,5,1,3,Tired
28774-544895,51:39.0,Survey,4,116,1,113,01:16.5,7,3,5,Pleased
28774-544895,51:44.0,Survey,4,117,1,114,01:21.5,6,2,2,Having fun
28774-544895,59:54.0,Survey,4,118,1,115,00:59.8,6,2,2,Sleepy
28774-544895,03:22.0,Survey,4,119,1,116,02:05.9,5,1,3,Sleepy
28774-544895,10:09.0,Survey,4,121,1,117,01:33.1,6,2,3,I'm pleased.
28774-544895,32:21.0,Survey,4,122,1,118,01:07.6,6,2,4,Satisfied
28774-544895,58:04.0,Survey,4,123,1,119,00:53.8,6,2,3,Relaxed
28774-544895,52:12.0,Survey,4,124,1,120,00:40.7,6,2,1,Relaxed
28774-544895,14:47.0,Survey,4,125,1,121,01:12.7,6,2,2,Awake
28774-544895,10:43.0,Survey,4,126,1,122,02:29.9,6,2,2,Relaxed
28774-544895,39:10.0,Survey,4,127,1,123,02:09.5,6,2,4,Calm
28774-544895,34:57.0,Survey,4,128,1,124,01:14.3,6,2,4,Impatient
28774-544895,04:00.0,Survey,4,129,1,125,00:59.3,7,3,5,hot
28774-544895,58:50.0,Survey,4,131,1,126,01:02.7,6,2,5,Inspired
28774-544895,15:19.0,Survey,4,132,1,127,01:33.6,6,2,5,Tired
28774-544895,57:04.0,Survey,4,133,1,128,01:08.8,6,2,4,Content
28774-544895,01:55.0,Survey,4,134,1,129,01:20.9,5,1,1,Sleepy
28774-544895,29:15.0,Survey,4,135,1,130,01:36.4,5,1,2,Surprised
28774-544895,58:44.0,Survey,4,136,1,131,01:22.7,6,2,5,Peaceful
28774-544895,31:35.0,Survey,4,137,1,132,01:26.4,6,2,5,Calm
28774-544895,19:35.0,Survey,4,138,1,133,01:25.6,5,1,4,a little down.
28774-544895,54:06.0,Survey,4,139,1,134,01:05.9,5,1,2,Concentrated
28774-544895,23:34.0,Survey,4,140,1,135,01:00.7,6,2,5,Tired.
28774-544895,23:12.0,Survey_Sleep,4,22,1,19,01:38.9,4,0,2,Disappointed and angry
28774-544895,21:18.0,Survey_Sleep,4,23,1,20,01:30.7,6,2,4,"A little hungry, but feeling good."
28774-544895,16:28.0,Survey_Sleep,4,24,1,21,01:09.0,6,2,3,Tired
28774-544895,13:30.0,Survey_Sleep,4,25,1,22,00:52.7,6,2,4,Relaxed
28774-544895,36:07.0,Survey_Sleep,4,26,1,23,03:03.3,6,2,3,Nostalgic
28774-544895,09:26.0,Survey_Sleep,4,27,1,24,01:24.3,6,2,5,Feeling good. 
28774-546914,03:57.0,Survey,1,1,1,1,01:33.3,5,1,3,"hungry, impacient and indecisive "
28774-546914,41:22.0,Survey,1,3,1,2,00:52.3,3,1,3,feeling good
28774-546914,26:31.0,Survey,1,4,1,3,01:37.8,6,2,2,feeling like a coward because I'm avoiding a difficult conversation with someone 
28774-546914,43:18.0,Survey,1,5,1,4,01:00.6,6,2,6,at Peace 
28774-546914,09:44.0,Survey,1,6,1,5,01:44.2,3,1,6,"good , happy "
28774-546914,32:45.0,Survey,1,9,1,6,00:43.3,2,2,7,feeling happy but cold 
28774-546914,59:59.0,Survey,1,10,1,7,00:56.2,1,1,6,impacient and uncomfortable because I'm wet
28774-546914,14:19.0,Survey,1,11,1,8,01:30.7,1,1,1,"sleepy, hungover, lazy, sick, "
28774-546914,56:36.0,Survey,1,12,1,9,00:45.2,1,1,1,still hungover and hungry 
28774-546914,43:28.0,Survey,1,13,1,10,02:23.2,1,1,1,"tired, sick, unmotivated"
28774-546914,50:36.0,Survey,1,15,1,11,05:16.8,3,1,2,"slow, low energy, lazy, tired "
28774-546914,10:29.0,Survey,1,16,1,12,00:59.8,5,1,5,"hungry, impacient "
28774-546914,28:47.0,Survey,1,17,1,13,00:56.5,6,2,6,"normal, very hot, happy "
28774-546914,22:44.0,Survey,1,18,1,14,02:19.8,5,1,6,"frustrated, hot"
28774-546914,52:50.0,Survey,1,21,1,16,01:01.2,6,2,7,a rush but I'm good and happy 
28774-546914,15:42.0,Survey,1,22,1,17,01:38.4,3,1,7,hungry and in a rush 
28774-546914,36:10.0,Survey,1,24,1,18,00:40.0,7,3,7,feeling happy and accomplished
28774-546914,22:54.0,Survey,1,25,1,19,01:22.5,7,3,6,"disappointed, but happy and emotional "
28774-546914,11:57.0,Survey,1,26,1,20,01:27.3,3,1,2,hungover
28774-546914,44:59.0,Survey,1,27,1,21,01:50.2,2,2,1,"sleepy, tired, a little bit uncomfortable, dumb"
28774-546914,23:26.0,Survey,1,28,1,22,00:51.4,3,1,2,"sleepy, horny, frustrated"
28774-546914,22:12.0,Survey,1,29,1,23,00:54.9,6,2,5,horny and tired 
28774-546914,55:10.0,Survey,1,30,1,24,01:20.4,2,2,1,"hungry, uncreative, afraid"
28774-546914,22:40.0,Survey,1,31,1,25,02:12.6,2,2,2,"sleepy, hungry "
28774-546914,44:29.0,Survey,1,33,1,26,02:02.5,3,1,2,"calm, relaxed, motivated "
28774-546914,43:18.0,Survey,1,34,1,27,01:25.8,4,0,3,"normal, "
28774-546914,29:43.0,Survey_Sleep,1,1,1,1,01:51.9,4,0,1,sleepy and lazy
28774-546914,11:28.0,Survey_Sleep,1,2,1,2,01:10.9,5,1,6,feeling good and energetic 
28774-546914,04:00.0,Survey_Sleep,1,4,1,3,01:48.7,3,1,5,"slow, lazy, hungry, "
28774-546914,42:54.0,Survey_Sleep,1,5,1,4,02:08.6,5,1,6,"philosophical, nostalgic, good, sleepy but looking forward for the day 💪"
28774-546914,37:40.0,Survey_Sleep,1,7,1,5,00:48.8,1,1,1,sleepy 
28774-546914,53:56.0,Survey,2,36,1,28,02:33.2,1,1,2,"dumb, impacient, afraid, stressed"
28774-546914,57:44.0,Survey,2,37,1,29,01:23.3,2,2,3,"anxious, worried"
28774-546914,15:48.0,Survey,2,38,1,30,00:57.5,5,1,6,"relief, calm"
28774-546914,07:39.0,Survey,2,39,1,31,00:59.6,6,2,6,"horny, relaxed, lazy"
28774-546914,51:17.0,Survey,2,40,1,32,01:02.2,5,1,5,"lazy, horny, bored "
28774-546914,34:33.0,Survey,2,41,1,33,00:56.3,3,1,5,"confused, worried, frustrated "
28774-546914,22:16.0,Survey,2,42,1,34,00:50.1,4,0,5,"bored, lazy, "
28774-546914,07:09.0,Survey,2,43,1,35,03:17.2,3,1,5," a little anxious, "
28774-546914,35:41.0,Survey,2,44,1,36,00:41.1,6,2,6,"horny, relaxed, good"
28774-546914,14:39.0,Survey,2,45,1,37,03:37.1,6,2,6,"happy, excited, "
28774-546914,04:53.0,Survey,2,46,1,38,00:58.4,2,2,3,"hungover, disappointed, nervous "
28774-546914,28:08.0,Survey,2,47,1,39,00:46.7,3,1,3,"hungover, disappointed, sad,"
28774-546914,16:13.0,Survey,2,48,1,40,00:49.8,1,1,2,"feeling sick, exhausted, sleepy, "
28774-546914,52:07.0,Survey,2,49,1,41,00:40.5,2,2,3,"sleepy, frustrated, lazy "
28774-546914,54:08.0,Survey,2,50,1,42,01:57.3,2,2,3,"sleepy, dumb, hungry "
28774-546914,36:14.0,Survey,2,51,1,43,01:23.3,3,1,6,"hungry, good"
28774-546914,49:34.0,Survey,2,52,1,44,01:38.1,4,0,6,"calm and relaxed, "
28774-546914,08:23.0,Survey,2,53,1,45,00:58.2,5,1,6,"feeling good, a little worried, "
28774-546914,11:21.0,Survey,2,54,1,46,04:43.7,5,1,6,"fine, nervous "
28774-546914,27:51.0,Survey,2,55,1,47,01:53.0,5,1,5,pedrado (high)
28774-546914,54:07.0,Survey,2,56,1,48,00:56.5,4,0,6,"good, normal, "
28774-546914,45:57.0,Survey,2,57,1,49,00:55.9,6,2,6,"normal, energetic, confident"
28774-546914,29:10.0,Survey,2,58,1,50,01:29.3,6,2,6,"releifed, happy "
28774-546914,48:36.0,Survey,2,60,1,51,01:14.4,5,1,6,"happy, confident, joyful "
28774-546914,16:36.0,Survey,2,61,1,52,00:31.6,1,1,3,"sleepy, lazy, hungry "
28774-546914,05:49.0,Survey,2,62,1,53,01:16.5,5,1,6,"normal, energetic, "
28774-546914,43:24.0,Survey,2,63,1,54,00:53.6,3,1,5,"frustrated, confused, indecisive "
28774-546914,23:09.0,Survey,2,64,1,55,00:43.3,5,1,2,"sad, disappointed, anxious, irritated "
28774-546914,58:38.0,Survey,2,65,1,56,01:07.6,5,1,3,"irritaded, "
28774-546914,43:27.0,Survey,2,66,1,57,01:52.3,5,1,6,"disappointed, energetic, anxious"
28774-546914,25:34.0,Survey,2,67,1,58,01:43.2,6,2,7,"energetic, happy, worried "
28774-546914,28:14.0,Survey,2,68,1,59,02:02.2,4,0,5,"worried, calm, confused "
28774-546914,32:38.0,Survey,2,69,1,60,00:44.9,5,1,6,"confused, focused, emotionally stable"
28774-546914,55:59.0,Survey_Sleep,2,8,1,6,01:03.5,5,1,5,"good, hungry, horny, a little tired "
28774-546914,49:44.0,Survey_Sleep,2,9,1,7,00:41.9,3,1,6,"good, sleepy, lazy"
28774-546914,20:05.0,Survey_Sleep,2,11,1,8,11:25.4,2,2,5,"tired, dumb, unsatisfied "
28774-546914,00:40.0,Survey_Sleep,2,12,1,9,00:49.9,5,1,1,sleepy and lazy
28774-546914,07:46.0,Survey_Sleep,2,13,1,10,01:07.6,2,2,1,"sleepy, lazy, disappointed, sad"
28774-546914,51:53.0,Survey_Sleep,2,14,1,11,01:12.8,5,1,5,"concentrated, normal, regret, "
28774-546914,15:21.0,Survey,3,71,1,61,00:47.3,5,1,4,"satisfied, normal"
28774-546914,34:25.0,Survey,3,72,1,62,00:37.7,6,2,6,"relaxed, thoughtful "
28774-546914,35:06.0,Survey,3,73,1,63,00:40.3,3,1,6,"relaxed, normal"
28774-546914,19:30.0,Survey,3,74,1,64,01:22.3,4,0,4,"focused, relaxed"
28774-546914,35:57.0,Survey,3,75,1,65,00:31.6,5,1,5,"focused, relaxed, fine"
28774-546914,53:10.0,Survey,3,76,1,66,00:48.7,3,1,3,"relaxed, calm,"
28774-546914,11:28.0,Survey,3,77,1,67,00:42.8,5,1,7,"focused, energetic, "
28774-546914,23:39.0,Survey,3,78,1,68,00:45.2,7,3,3,"relaxed, calm, lazy"
28774-546914,59:04.0,Survey,3,81,1,69,00:53.9,3,1,5,"hungry, relaxed, happy "
28774-546914,27:15.0,Survey,3,82,1,70,04:15.5,4,0,4,"sleepy, lazy, happy, relaxed"
28774-546914,08:52.0,Survey,3,83,1,71,01:15.7,5,1,3,"relief, relaxed, normal"
28774-546914,01:58.0,Survey,3,84,1,72,00:52.0,3,1,3,"sleepy, lazy, relaxed "
28774-546914,38:34.0,Survey,3,85,1,73,00:37.7,2,2,2,"worried, calm "
28774-546914,45:54.0,Survey,3,86,1,74,00:34.3,2,2,2,"lazy, sleepy, hungry"
28774-546914,10:17.0,Survey,3,87,1,75,01:07.6,7,3,3,"pleased, satisfied "
28774-546914,06:55.0,Survey,3,89,1,77,00:50.4,3,1,5,"focused, confused, irritated "
28774-546914,18:41.0,Survey,3,90,1,78,00:55.7,6,2,5,"energetic, frustrated, confused"
28774-546914,39:20.0,Survey,3,91,1,79,01:54.9,5,1,2,"sleepy, lazy, relaxed "
28774-546914,41:51.0,Survey,3,92,1,80,00:34.3,6,2,2,"lazy, hungry, dumb, "
28774-546914,16:13.0,Survey,3,93,1,81,01:12.0,3,1,2,"irritated, frustrated, mad, angry, "
28774-546914,41:12.0,Survey,3,95,1,82,00:42.3,1,1,6,"frustrated, angry, irritated "
28774-546914,08:08.0,Survey,3,96,1,83,01:35.1,2,2,1,"sleepy, lazy, hangover"
28774-546914,21:04.0,Survey,3,97,1,84,01:30.3,5,1,3,"sleepy, normal, relaxed, "
28774-546914,21:43.0,Survey,3,98,1,85,00:43.4,6,2,6,"relaxed, pleased "
28774-546914,44:22.0,Survey,3,99,1,86,00:30.1,6,2,6,"relaxed, focused, "
28774-546914,18:27.0,Survey,3,100,1,87,01:15.5,1,1,7,"angry, frustrated  disappointed, sad"
28774-546914,10:10.0,Survey,3,101,1,88,00:36.7,5,1,7,"focused, relaxed, in control, happy "
28774-546914,24:25.0,Survey,3,103,1,89,00:47.4,3,1,3,"uncomfortable, focused, confused"
28774-546914,02:37.0,Survey,3,104,1,90,01:44.3,5,1,6,"focused,"
28774-546914,02:13.0,Survey,3,105,1,91,00:51.4,6,2,6,"relaxed, happy, hot "
28774-546914,01:54.0,Survey_Sleep,3,15,1,12,01:09.8,4,0,3,"tired, exhausted, "
28774-546914,57:15.0,Survey_Sleep,3,16,1,13,02:51.5,5,1,6,"confused, thoughtful, focused "
28774-546914,30:03.0,Survey_Sleep,3,17,1,14,00:59.6,2,2,2,"sleepy, "
28774-546914,33:48.0,Survey_Sleep,3,18,1,15,00:53.8,6,2,1,"sleepy, lazy, "
28774-546914,27:10.0,Survey_Sleep,3,21,1,16,01:03.6,5,1,6,"relaxed, thoughtful, philosophical, Happy"
28774-546914,57:07.0,Survey,4,106,1,92,00:36.1,6,2,7,"hungry, happy, fine"
28774-546914,33:05.0,Survey,4,107,1,93,00:57.0,4,0,3,"sleepy, dumb, normal, nervous, happy "
28774-546914,07:28.0,Survey,4,108,1,94,00:44.3,7,3,2,"relaxed, high, drunk, free, nice"
28774-546914,23:29.0,Survey,4,109,1,95,01:03.8,7,3,2,"relaxed, Dru k af, high? idk, I'm good, very pleasant "
28774-546914,42:26.0,Survey,4,110,1,96,01:14.3,1,1,1,good
28774-546914,58:48.0,Survey,4,112,1,97,01:14.9,3,1,3,"sleepy, nervous, confident"
28774-546914,51:23.0,Survey,4,113,1,98,00:44.9,3,1,3,"sleepy, tired, hungry, "
28774-546914,40:52.0,Survey,4,114,1,99,00:41.9,5,1,5,"slightly drunk, relaxed, tired"
28774-546914,49:40.0,Survey,4,116,1,100,00:44.4,3,1,5,"sleepy, lazy, normal "
28774-546914,29:37.0,Survey,4,117,1,101,01:30.1,2,2,6,"focused, relaxed good "
28774-546914,56:22.0,Survey,4,118,1,102,00:52.4,4,0,4,"tired, sad, disappointed, angry"
28774-546914,54:45.0,Survey,4,119,1,103,00:43.6,2,2,2,"normal, relaxed"
28774-546914,52:53.0,Survey,4,120,1,104,05:35.0,5,1,5,"hungry, normal, relaxed "
28774-546914,27:56.0,Survey,4,121,1,105,00:43.2,6,2,6,"hungry, excited "
28774-546914,28:53.0,Survey,4,123,1,106,00:49.7,5,1,5,"fine, normal, relaxed, hot"
28774-546914,15:45.0,Survey,4,124,1,107,00:22.9,7,3,6,fine
28774-546914,45:59.0,Survey,4,125,1,108,01:23.2,2,2,6,"normal, tired, sleepy "
28774-546914,13:44.0,Survey,4,127,1,109,00:34.5,6,2,6,"hungry, pleased, Happy "
28774-546914,46:30.0,Survey,4,128,1,110,00:52.6,5,1,5,"lazy, normal, tired,"
28774-546914,54:00.0,Survey,4,129,1,111,01:17.5,3,1,5,"energetic, good"
28774-546914,16:00.0,Survey,4,132,1,112,01:11.5,3,1,3,"satisfied, relaxed"
28774-546914,05:05.0,Survey,4,133,1,113,01:32.8,2,2,6,"happy, tipsy, tired,"
28774-546914,49:03.0,Survey,4,134,1,114,00:36.4,6,2,2,"tired, relaxed, calm"
28774-546914,35:10.0,Survey,4,135,1,115,01:12.4,4,0,6,"cold, happy, hungry"
28774-546914,46:05.0,Survey,4,136,1,116,01:24.3,7,3,6,"satisfied, relaxed, hungry "
28774-546914,55:22.0,Survey_Sleep,4,23,1,17,00:46.8,2,2,1,"sleepy, lazy, dumb, "
28774-546914,24:46.0,Survey_Sleep,4,25,1,18,00:46.3,3,1,5,"tired, sleepy, "
28774-546914,24:50.0,Survey_Sleep,4,26,1,19,01:00.2,5,1,6,"energetic, euf󲩣o, Happy "
28774-546914,12:23.0,Survey_Sleep,4,27,1,20,01:06.7,3,1,6,"tired, relief, normal "
28774-546914,22:55.0,Survey_Sleep,4,28,1,21,00:53.1,2,2,7,"energetic, hungry "
28774-549689,08:04.0,Survey,1,1,1,1,01:57.8,5,1,4,Tired
28774-549689,36:57.0,Survey,1,2,1,2,01:22.3,4,0,4,tired
28774-549689,19:33.0,Survey,1,3,1,3,01:30.1,6,2,7,peaceful
28774-549689,09:18.0,Survey,1,4,1,4,01:55.5,5,1,5,Anxious
28774-549689,14:30.0,Survey,1,5,1,5,01:12.3,4,0,5,thrilled
28774-549689,42:55.0,Survey,1,6,1,6,01:50.9,5,1,5,Decisive
28774-549689,14:16.0,Survey,1,7,1,7,01:24.6,4,0,4,sceptical
28774-549689,57:51.0,Survey,1,8,1,8,00:48.4,6,2,6,Good
28774-549689,55:28.0,Survey,1,9,1,9,00:44.3,6,2,6,peaceful
28774-549689,16:28.0,Survey,1,10,1,10,01:06.7,4,0,4,Tired
28774-549689,41:13.0,Survey,1,18,1,11,00:46.7,6,2,6,relaxed
28774-549689,00:23.0,Survey,1,22,1,12,01:07.3,5,1,5,im feeling ok
28774-549689,41:10.0,Survey,1,23,1,13,00:54.0,4,0,4,anxious
28774-549689,28:44.0,Survey,1,24,1,14,00:46.3,6,2,5,relaxed
28774-549689,02:44.0,Survey,1,26,1,15,00:56.6,4,0,4,Tired
28774-549689,51:57.0,Survey,1,27,1,16,00:42.4,5,1,5,sleepy
28774-549689,32:31.0,Survey,1,28,1,17,00:35.2,5,1,5,happy
28774-549689,10:23.0,Survey,1,31,1,18,00:43.4,6,2,6,peaceful
28774-549689,55:00.0,Survey,1,33,1,19,01:06.6,5,1,5,im feeling ok
28774-549689,11:13.0,Survey,1,35,1,20,01:27.1,7,3,7,peaceful
28774-549689,14:23.0,Survey_Sleep,1,1,1,1,02:30.6,6,2,5,happy
28774-549689,42:12.0,Survey_Sleep,1,2,1,2,03:10.9,4,0,5,Hungry
28774-549689,59:35.0,Survey_Sleep,1,5,1,3,01:19.5,5,1,5,I feel nice
28774-549689,40:38.0,Survey_Sleep,1,7,1,4,01:13.1,5,1,5,Peaceful
28774-549689,27:45.0,Survey,2,37,1,21,01:53.2,5,1,5,happy
28774-549689,05:04.0,Survey,2,38,1,22,00:50.8,3,1,4,uneasy
28774-549689,19:09.0,Survey,2,39,1,23,01:09.2,5,1,5,Relaxed
28774-549689,57:10.0,Survey,2,40,1,24,01:07.3,6,2,6,I feel nice
28774-549689,08:50.0,Survey,2,42,1,25,01:05.2,6,2,6,I feel nice
28774-549689,05:25.0,Survey,2,43,1,26,00:51.2,6,2,6,peaceful
28774-549689,49:29.0,Survey,2,44,1,27,00:58.5,6,2,6,happy 
28774-549689,16:07.0,Survey,2,47,1,28,01:03.0,6,2,6,Peaceful
28774-549689,05:08.0,Survey,2,48,1,29,00:39.8,5,1,6,Happy
28774-549689,54:58.0,Survey,2,49,1,30,00:37.7,5,1,6,I feel ok
28774-549689,06:03.0,Survey,2,50,1,31,00:34.9,6,2,7,peaceful
28774-549689,43:00.0,Survey,2,51,1,32,01:02.6,7,3,7,happy
28774-549689,59:09.0,Survey,2,53,1,33,00:41.7,6,2,6,Happy
28774-549689,44:01.0,Survey,2,54,1,34,00:40.8,5,1,5,happy
28774-549689,23:37.0,Survey,2,55,1,35,00:40.0,5,1,5,Im happy
28774-549689,54:08.0,Survey,2,56,1,36,00:45.5,7,3,4,Happy
28774-549689,56:33.0,Survey,2,57,1,37,00:53.0,6,2,5,Peaceful
28774-549689,02:07.0,Survey,2,58,1,38,00:32.2,5,1,6,Happy
28774-549689,14:12.0,Survey,2,61,1,39,00:46.6,6,2,6,I feel relaxed
28774-549689,38:41.0,Survey,2,62,1,40,00:36.5,5,1,5,I feel good
