ParticipantID,Notification Time,Session Name,WeekNumber,NotificationNumber,Completed Session,Session Instance,Session Length,Valence,Intensity,Arousal,Emotion,InferredValence
28774-484939,10:35.0,Survey,2,42,1,41,00:35.8,7,3,6,"Happy, excited, relaxed",0.90274479
28774-484939,29:20.0,Survey,2,43,1,42,00:59.6,6,2,3,"Happy, excited",0.876965423
28774-484939,37:45.0,Survey,2,44,1,43,01:45.5,5,1,3,"Ok, happy, waiting for something exciting happening later",0.845593377
28774-484939,58:51.0,Survey,2,45,1,44,02:00.5,5,1,3,"Calm, watching tv",0.883123284
28774-484939,51:22.0,Survey,2,46,1,45,01:05.8,4,0,3,"Trying to keep feeling productive, trying to feel inspired, calm, ok, neutral",0.626135755
28774-484939,34:56.0,Survey,2,47,1,46,00:41.0,4,0,3,"Trying to keep working, trying to become inspired, neutral",0.588257493
28774-484939,04:56.0,Survey,2,48,1,47,01:27.5,5,1,3,"Ok, calm, finished my task and Im pleased, hungry",0.903505381
28774-484939,49:18.0,Survey,2,49,1,48,00:38.2,5,1,3,"Ok, calm, watching a show after a day of working",0.707475168
28774-484939,43:10.0,Survey,2,50,1,49,00:46.7,5,1,3,"Relaxed, organizing my digital space, which brings me joy and peace",0.932006825
28774-484939,27:08.0,Survey,2,51,1,50,00:49.4,2,2,3,"Anxious, still a bit scared from something that just happened, trying to maintain calm a productive",0.214905209
28774-484939,22:28.0,Survey,2,52,1,51,00:51.1,4,0,3,"Ok, trying to calm anxiety down, trying to become relaxed",0.534673769
28774-484939,52:21.0,Survey,2,53,1,52,00:43.5,5,1,3,"Calm, relaxing watching YouTube",0.869678779
28774-484939,39:22.0,Survey,2,54,1,53,00:51.7,5,1,2,"Ok, relaxing",0.85366795
28774-484939,57:32.0,Survey,2,55,1,54,00:34.9,5,1,3,"Ok, relaxing",0.85366795
28774-484939,40:03.0,Survey,2,56,1,55,01:01.7,6,2,5,"Ok, productive, starting to feel inspired",0.917792794
28774-484939,47:49.0,Survey,2,57,1,56,01:28.4,5,1,3,"Ok, neutral, trying to do work and stay productive, could be worse ",0.61653178
28774-484939,53:10.0,Survey,2,58,1,57,00:46.0,7,3,2,"Calm, happy, hanger is cured",0.400196566
28774-484939,33:30.0,Survey,2,59,1,58,00:34.6,5,1,2,"Ok, relaxing",0.85366795
28774-484939,00:04.0,Survey,2,60,1,59,01:04.7,7,3,2,"Happy, calm, zen, relaxing",0.930628239
28774-484939,44:15.0,Survey,2,61,1,60,01:58.0,3,1,3,"Ok, involuntarily running on 2 hours of sleep, but ok for now",0.289047127
28774-484939,53:46.0,Survey,2,62,1,61,01:30.2,4,0,2,"Ok, trying to work",0.295177454
28774-484939,40:14.0,Survey,2,63,1,62,00:59.2,3,1,1,"Ok, frustrated cause I have to wait to eat gelatin and I dont like waiting",0.424023872
28774-484939,54:48.0,Survey,2,64,1,63,01:29.3,4,0,2,"Ok, neutral, trying to relax ",0.89352697
28774-484939,37:25.0,Survey,2,66,1,64,00:37.4,6,2,6,"Ok, happy, productive, creative ",0.931704962
28774-484939,43:21.0,Survey,2,67,1,65,01:06.7,5,1,5,"Ok, trying to stay productive, focused on finishing my current task so I can finally relax",0.36194162
28774-484939,59:37.0,Survey,2,68,1,66,01:02.3,7,3,5,"Happy, very proud, almost finished with my task so I can relax and it brings me joy and motivation ",0.883087728
28774-484939,39:23.0,Survey,2,69,1,67,00:37.5,7,3,5,"Happy, feeling fresh and proud of the day I had",0.897641433
28774-484939,56:00.0,Survey,2,70,1,68,00:48.5,7,3,2,"Happy, relaxing",0.940589203
28774-484939,05:21.0,Survey_Sleep,2,8,1,8,01:37.7,5,1,5,"Happy, enjoying the outside, productive, inspired",0.914866934
28774-484939,55:21.0,Survey_Sleep,2,9,1,9,03:47.4,5,1,2,"Ok, just waking up, relaxed, kind of hungry ",0.368502142
28774-484939,19:39.0,Survey_Sleep,2,10,1,10,02:08.4,5,1,4,"Just woke up, focused on an urgent need to go to the bathroom, excited to have a package waiting for me, overall happy and productive",0.81756457
28774-484939,37:14.0,Survey_Sleep,2,11,1,11,00:46.1,4,0,3,"Ok, trying to feel motivated to work",0.349390254
28774-484939,44:16.0,Survey_Sleep,2,12,1,12,01:12.0,4,0,3,"Ok, just woke up, hungry and trying to cook to trigger my productivity",0.22718306
28774-484939,33:08.0,Survey_Sleep,2,13,1,13,00:50.8,3,1,2,"Sleepy, still very tired",0.344411386
28774-484939,32:04.0,Survey_Sleep,2,14,1,14,01:20.7,5,1,5,"Calm, just woke up, beginning my routine to start feeling productive",0.7934958
28774-484939,38:45.0,Survey,3,72,1,69,00:47.2,6,2,6,"Happy, productive, creative, proud of my work going well so far",0.919676318
28774-484939,04:46.0,Survey,3,73,1,70,01:38.0,5,1,3,"Happy, pausing after a great session of work, proud, ready to relax a bit",0.876040713
28774-484939,51:45.0,Survey,3,74,1,71,02:58.0,4,0,3,"Ok, done with my work day, tired",0.331832713
28774-484939,31:36.0,Survey,3,75,1,72,01:29.0,5,1,2,"Ok, waiting to be able to do something and that bothers me, but ok",0.320975061
28774-484939,50:58.0,Survey,3,76,1,73,01:05.5,6,2,5,"Happy, productive, grinding ",0.955368165
28774-484939,22:26.0,Survey,3,78,1,74,00:33.2,5,1,4,"Ok, trying to work ",0.295177454
28774-484939,05:15.0,Survey,3,79,1,75,02:54.1,5,1,3,"Ok, happy , done with work",0.932079155
28774-484939,49:32.0,Survey,3,80,1,76,00:52.7,7,3,3,"Calm, zen, thinking, but in a good way, creative",0.830012188
28774-484939,48:50.0,Survey,3,81,1,77,00:36.3,4,0,5,"Ok, hungry, neutral",0.597965642
28774-484939,27:45.0,Survey,3,82,1,78,00:42.7,7,3,6,"Very happy, spending time with nature, calm",0.937695592
28774-484939,05:06.0,Survey,3,83,1,79,01:55.6,6,2,4,"Happy, calm, relaxing",0.942680763
28774-484939,58:58.0,Survey,3,84,1,80,01:31.3,4,0,3,"Ok, trying to keep cool ",0.568659378
28774-484939,43:04.0,Survey,3,85,1,81,05:29.8,4,0,3,"Ok, tired after a long day with some complications, just want to rest and I finally can",0.390340031
28774-484939,24:02.0,Survey,3,86,1,82,00:46.2,5,1,4,"Ok, working, trying to keep a positive mindset",0.865996705
28774-484939,39:43.0,Survey,3,87,1,83,01:33.5,4,0,3,"Tired both mentally and physically, trying to stay positive for the sake of my little cousins",0.243144822
28774-484939,59:10.0,Survey,3,88,1,84,02:02.7,6,2,5,"Happy, enjoying time with family",0.940401368
28774-484939,31:10.0,Survey,3,89,1,85,04:20.1,6,2,4,"Calm, ok, happy",0.933429885
28774-484939,52:55.0,Survey,3,90,1,86,01:10.6,5,1,4,"Ok, that feeling when the day is ending; not that I didnt like the day, just tired",0.591197394
28774-484939,46:47.0,Survey,3,91,1,87,02:13.6,5,1,4,"Ok, still doing light work, trying to maintain a positive mindset",0.394851743
28774-484939,25:46.0,Survey,3,92,1,88,00:54.6,5,1,4,"Ok, still doing light work, hoping it will be finished today so I can rest and move on",0.409856812
28774-484939,19:55.0,Survey,3,93,1,89,01:41.8,6,2,6,"Focused, grinding ",0.494086159
28774-484939,12:12.0,Survey,3,94,1,90,00:38.6,5,1,3,"Ok, relaxing even though Im not done with work",0.612385154
28774-484939,54:43.0,Survey,3,95,1,91,00:37.9,5,1,2,"Ok, trying to relax ",0.89101765
28774-484939,06:56.0,Survey,3,96,1,92,00:42.2,3,1,3,"Ok, thinking, uncomfortable from the heat",0.564110571
28774-484939,02:44.0,Survey,3,97,1,93,00:56.7,5,1,5,"Ok, productive, creative and happy to take advantage of it",0.917790739
28774-484939,27:37.0,Survey,3,98,1,94,00:46.4,6,2,5,"Happy, productive and happy about my work, creative and taking advantage of it",0.95474854
28774-484939,05:47.0,Survey,3,99,1,95,00:43.5,6,2,5,"Ok, productive and proud, creative and happy",0.93684494
28774-484939,54:25.0,Survey,3,100,1,96,11:07.4,5,1,3,"Ok, enjoying dinner, not much going on",0.531041308
28774-484939,20:35.0,Survey,3,101,1,97,00:42.3,4,0,3,"Ok, trying to get by this extremely hot day",0.665377143
28774-484939,40:41.0,Survey,3,102,1,98,00:54.9,5,1,4,"Ok, trying to finish work, doing boring stuff",0.548687193
28774-484939,21:16.0,Survey,3,103,1,99,00:38.9,6,2,6,"Productive, happy to be working",0.915242859
28774-484939,01:04.0,Survey,3,104,1,100,00:51.3,6,2,3,"Happy, done with the work I had planned for the day, ended on a happy note",0.917085863
28774-484939,55:35.0,Survey,3,105,1,101,02:06.8,5,1,3,"Tired, ready to relax",0.748491175
28774-484939,10:57.0,Survey_Sleep,3,15,1,15,00:55.2,5,1,1,"Still waking up, ok but sleepy",0.453307065
28774-484939,06:12.0,Survey_Sleep,3,16,1,16,00:50.3,4,0,1,Sleepy,0.377327835
28774-484939,13:24.0,Survey_Sleep,3,17,1,17,00:54.5,6,2,4,"Ok, on a walk, enjoying the day off",0.693191664
28774-484939,03:37.0,Survey_Sleep,3,19,1,18,01:05.9,5,1,4,"Ok, relaxing, doing light work",0.474027893
28774-484939,17:23.0,Survey_Sleep,3,20,1,19,00:58.6,4,0,2,"Ok, just starting my day",0.657500864
28774-484939,45:56.0,Survey_Sleep,3,21,1,20,09:03.2,4,0,3,"Ok, very tired, but happy to be almost done with work",0.532481471
28774-484939,14:52.0,Survey,4,106,1,102,01:40.0,7,3,6,"Happy, finally done with the naggy task Ive been doing for a week ",0.778781479
28774-484939,11:33.0,Survey,4,107,1,103,00:48.6,7,3,6,"Happy, excited about having a day off",0.914087147
28774-484939,58:22.0,Survey,4,108,1,104,01:15.2,6,2,4,"Happy, relaxing",0.940589203
28774-484939,24:32.0,Survey,4,109,1,105,00:53.4,6,2,5,"Happy, creative and inspired, today is a good day",0.931496054
28774-484939,48:50.0,Survey,4,110,1,106,01:10.6,6,2,4,"Happy, still relaxing, enjoying the rewards from my day",0.929046063
28774-484939,03:02.0,Survey,4,111,1,107,00:51.4,7,3,5,"Happy, having a good day so far",0.958924787
28774-484939,42:28.0,Survey,4,112,1,108,00:40.9,7,3,6,"Happy, still enjoying a great day",0.949240769
28774-484939,39:24.0,Survey,4,113,1,109,01:07.4,6,2,3,"Happy, productive, satisfied with my day",0.942478948
28774-484939,55:33.0,Survey,4,114,1,110,01:13.9,7,3,5,"Happy, excited eating food",0.935648555
28774-484939,39:23.0,Survey,4,115,1,111,01:37.7,6,2,4,"Happy, relaxing from a good day",0.948131965
28774-484939,36:53.0,Survey,4,116,1,112,01:16.5,7,3,6,"Happy, enjoying the outside ",0.93833971
28774-484939,16:31.0,Survey,4,117,1,113,01:10.2,6,2,4,"Happy, still enjoying the day",0.952365751
28774-484939,04:45.0,Survey,4,118,1,114,00:36.0,7,3,6,"Happy, going to do more fun things",0.936754409
28774-484939,36:08.0,Survey,4,119,1,115,02:22.2,6,2,5,"Happy, getting things done",0.955502745
28774-484939,15:03.0,Survey,4,120,1,116,00:59.2,5,1,6,"Happy, kind of nervous from doing exercise for the first time in a while ",0.831421508
28774-484939,18:11.0,Survey,4,121,1,117,00:44.4,5,1,3,"Ok, still sore, but having a nice day ",0.135522608
28774-484939,51:04.0,Survey,4,122,1,118,01:13.9,5,1,3,"Ok, tired, sore",0.364634143
28774-484939,19:27.0,Survey,4,124,1,119,00:36.4,5,1,3,"Ok, relaxing as I can, sore",0.202340583
28774-484939,55:04.0,Survey,4,125,1,120,01:02.0,5,1,2,"Ok, big resting day",0.598703992
28774-484939,50:13.0,Survey,4,126,1,121,01:13.5,5,1,3,"Ok, just going along with the day",0.629398416
28774-484939,33:18.0,Survey,4,127,1,122,02:37.2,5,1,4,Stressed.,0.304102078
28774-484939,20:47.0,Survey,4,128,1,123,01:59.6,4,0,4,Stressed still.,0.264068384
28774-484939,50:09.0,Survey,4,129,1,124,01:09.6,4,0,2," Very tired, still a bit stressed from the day, hoping to feel better from now on",0.264741612
28774-484939,30:46.0,Survey,4,130,1,125,01:53.9,5,1,5,"Ok, going to do something fun, so hoping it will bring my mood up",0.805053784
28774-484939,34:29.0,Survey,4,131,1,126,02:11.2,6,2,5,"Ok, getting in a better mood hanging out with people I like",0.822868933
28774-484939,51:17.0,Survey,4,133,1,128,02:32.8,7,3,4,"Happy, enjoying time with family",0.940401368
28774-484939,29:46.0,Survey,4,134,1,129,01:42.4,7,3,7,"Happy, had a good day in the end, excited for the next step",0.857220707
28774-484939,57:08.0,Survey,4,136,1,130,01:38.4,3,1,3,"Feeling weird, its a weird day",0.507296916
28774-484939,30:19.0,Survey,4,137,1,131,01:05.3,6,2,4,"Ok, getting closer to the time my day will get better",0.904434593
28774-484939,16:28.0,Survey,4,138,1,132,04:38.1,6,2,4,"A but overwhelmed and anxious, trying to keep calm",0.291528161
28774-484939,03:22.0,Survey,4,139,1,133,02:13.1,6,2,3,"Feeling better, hoping to relax and focus on the fun Im having tomorrow",0.659378684
28774-484939,44:52.0,Survey,4,140,1,134,03:29.4,4,0,2,"Trying to feel better, hoping for fun things ahead",0.809854112
28774-484939,29:08.0,Survey_Sleep,4,22,1,21,01:09.6,5,1,5,"Ok, beginning a productive day",0.933379642
28774-484939,05:16.0,Survey_Sleep,4,23,1,22,01:19.7,7,3,6,"Happy, expecting a good day",0.943667905
28774-484939,54:58.0,Survey_Sleep,4,24,1,23,00:59.6,7,3,5,"Happy, out in a morning walk ",0.963155241
28774-484939,28:42.0,Survey_Sleep,4,25,1,24,04:00.0,6,2,4,"Ok, having a good day but uncomfortable from my muscles hurting, excited about upcoming projects",0.195514672
28774-484939,31:13.0,Survey_Sleep,4,26,1,25,02:55.3,6,2,5,"Ok, productive, still a bit tired, but doing ok",0.266962258
28774-484939,53:19.0,Survey_Sleep,4,27,1,26,00:58.0,5,1,3,"Sleepy, just getting a start to my day",0.336428621
28774-484939,00:50.0,Survey_Sleep,4,28,1,27,02:18.7,3,1,3,"Stressed, worried Im making wrong decisions, brain still isnt functioning that well",0.161930456
28774-496700,52:12.0,Survey,1,1,1,1,01:37.8,2,2,3,"tired, wants to go back to sleep, exhausted",0.283597155
28774-496700,16:41.0,Survey,1,2,1,2,02:14.7,3,1,3,"tired, want to rest",0.369864067
28774-496700,07:43.0,Survey,1,3,1,3,02:22.8,3,1,2,"resting, tired, ",0.431224015
28774-496700,03:45.0,Survey,1,4,1,4,01:51.3,4,0,3,"happy, motivated, satisfied, funny",0.942679008
28774-496700,34:32.0,Survey,1,5,1,5,01:17.6,4,0,4,"Focused, determined",0.743586964
28774-496700,37:38.0,Survey,1,6,1,6,01:03.3,4,0,2,"sleepy, resting",0.407467658
28774-496700,40:18.0,Survey,1,7,1,7,01:01.8,4,0,5,sleepy,0.377327835
28774-496700,40:44.0,Survey,1,10,1,8,01:25.1,5,1,6,"determined, looking for rivalization",0.375512469
28774-496700,43:20.0,Survey,1,11,1,9,01:13.8,3,1,3,"tiree, aleepy",0.696043282
28774-496700,35:08.0,Survey,1,12,1,10,02:01.3,5,1,5,determined,0.735685784
28774-496700,19:31.0,Survey,1,13,1,11,02:16.4,5,1,5,"happy, funny",0.962498126
28774-496700,20:01.0,Survey,1,14,1,12,01:07.3,6,2,5,happy,0.966903189
28774-496700,26:58.0,Survey,1,15,1,13,01:31.1,6,2,5,happy,0.966903189
28774-496700,49:37.0,Survey,1,17,1,14,00:44.7,4,0,3,sleepy,0.377327835
28774-496700,35:32.0,Survey,1,18,1,15,00:54.6,5,1,5,"little angry, determined",0.255877451
28774-496700,30:15.0,Survey,1,19,1,16,00:52.1,1,1,4,"sick, horrible, ",0.102504784
28774-496700,18:14.0,Survey,1,20,1,17,01:11.9,2,2,3,"sick, ",0.093452975
28774-496700,56:23.0,Survey,1,21,1,18,01:20.4,3,1,4,sick,0.095921271
28774-496700,31:33.0,Survey,1,22,1,19,01:42.2,4,0,5,"tired, sick",0.233394523
28774-496700,57:40.0,Survey,1,23,1,20,00:49.8,3,1,5,"sick, comfortable, pressured",0.434317098
28774-496700,11:49.0,Survey,1,24,1,21,02:03.3,4,0,6,"tired, determined",0.251671133
28774-496700,44:54.0,Survey,1,25,1,22,00:52.2,4,0,6,happy,0.966903189
28774-496700,17:47.0,Survey,1,26,1,23,00:52.5,4,0,4,"drank, sleepy",0.325087567
28774-496700,30:32.0,Survey,1,27,1,24,01:50.8,5,1,5,rested,0.472937209
28774-496700,42:49.0,Survey,1,28,1,25,00:52.7,5,1,5,"drunk,",0.245481853
28774-496700,51:42.0,Survey,1,29,1,26,00:54.4,6,2,6,"happy, reliefed",0.91697497
28774-496700,08:24.0,Survey,1,31,1,27,00:51.7,5,1,4,hungry,0.317334813
28774-496700,54:11.0,Survey,1,32,1,28,00:41.3,3,1,3,sleepy,0.377327835
28774-496700,20:50.0,Survey,1,33,1,29,02:01.4,5,1,5,"little anxious,",0.242517228
28774-496700,26:11.0,Survey,1,34,1,30,08:56.2,6,2,6,happy,0.966903189
28774-496700,46:25.0,Survey,1,35,1,31,01:07.8,5,1,5,"happy, laughing",0.9568719
28774-496700,54:37.0,Survey_Sleep,1,1,1,1,02:04.2,4,0,2,"sleepy, tired",0.30953814
28774-496700,21:53.0,Survey_Sleep,1,3,1,2,01:07.8,4,0,2,"sleepy, tired",0.30953814
28774-496700,10:01.0,Survey_Sleep,1,5,1,3,01:09.5,4,0,3,little sick,0.103678979
28774-496700,13:37.0,Survey_Sleep,1,7,1,4,01:08.9,4,0,2,"sleepy, horny",0.492511057
28774-496700,47:39.0,Survey,2,37,1,32,00:39.0,5,1,2,"sleepy, tired",0.30953814
28774-496700,36:28.0,Survey,2,38,1,33,00:47.2,5,1,5,"little tired, happy",0.870071468
28774-496700,46:18.0,Survey,2,39,1,34,01:13.6,5,1,6,"happy, restful",0.946360841
28774-496700,20:32.0,Survey,2,40,1,35,01:01.3,4,0,6,restful,0.866692741
28774-496700,29:08.0,Survey,2,43,1,36,00:40.0,5,1,5,happy,0.966903189
28774-496700,40:56.0,Survey,2,44,1,37,01:42.7,6,2,6,"happy, impressed",0.897766275
28774-496700,45:28.0,Survey,2,45,1,38,00:50.7,5,1,6,"motivated, full of hopes",0.905117476
28774-496700,02:49.0,Survey,2,46,1,39,10:44.8,3,1,2,terryfied,0.303020087
28774-496700,03:27.0,Survey,2,48,1,40,00:54.1,5,1,5,"clean,happy",0.887555953
28774-496700,48:55.0,Survey,2,49,1,41,00:54.7,5,1,5,"happy, laugher",0.961082782
28774-496700,52:17.0,Survey,2,51,1,42,01:05.9,2,2,1,"sleepy, tired, ",0.308697737
28774-496700,03:07.0,Survey,2,54,1,43,01:06.9,6,2,6,"laughter, loved",0.912935843
28774-496700,50:31.0,Survey,2,55,1,44,00:26.4,6,2,6,"sad, motivated",0.583460381
28774-496700,10:25.0,Survey,2,56,1,45,00:38.4,4,0,3,"sleepy, little tired",0.316461669
28774-496700,37:54.0,Survey,2,57,1,46,00:48.4,4,0,2,a little terrified,0.185237738
28774-496700,04:45.0,Survey,2,58,1,47,00:45.6,4,0,4,pressured,0.300631818
28774-496700,42:42.0,Survey,2,59,1,48,06:56.9,5,1,6,"ready, vibing, full of hopes",0.773723895
28774-496700,34:15.0,Survey,2,60,1,49,00:39.1,5,1,6,"reliefed, ",0.860666037
28774-496700,18:21.0,Survey,2,62,1,50,00:32.7,5,1,5,tired,0.25387319
28774-496700,29:31.0,Survey,2,63,1,51,00:58.0,5,1,6,"weird, jealous",0.198027964
28774-496700,37:21.0,Survey,2,64,1,52,00:28.5,5,1,6,"sad, hurt",0.25481538
28774-496700,09:47.0,Survey,2,65,1,53,00:26.1,6,2,6,"reliefed, loved",0.883134325
28774-496700,33:54.0,Survey,2,66,1,54,00:50.7,3,1,3,sleepy,0.377327835
28774-496700,03:21.0,Survey,2,67,1,55,01:25.5,4,0,4,"little sick, ",0.143785734
28774-496700,43:45.0,Survey,2,68,1,56,00:38.6,4,0,3,sleepy,0.377327835
28774-496700,31:08.0,Survey,2,69,1,57,00:33.6,6,2,6,"happy, determined",0.901504602
28774-496700,13:22.0,Survey,2,70,1,58,00:29.7,5,1,6,laughter,0.885324295
28774-496700,38:34.0,Survey_Sleep,2,9,1,6,01:17.5,7,3,1,sleepy ,0.377327835
28774-496700,46:37.0,Survey_Sleep,2,10,1,7,01:03.8,4,0,3,sleepy,0.377327835
28774-496700,12:15.0,Survey_Sleep,2,11,1,8,05:20.5,5,1,3,tired ,0.25387319
28774-496700,13:46.0,Survey_Sleep,2,12,1,9,00:29.7,5,1,2,sleepy,0.377327835
28774-496700,11:07.0,Survey_Sleep,2,13,1,10,00:53.2,5,1,4,"shocked, sad",0.254724745
28774-496700,32:16.0,Survey,3,71,1,59,00:47.8,5,1,2,"sleepy, full of hopes, ",0.492075828
28774-496700,22:07.0,Survey,3,72,1,60,00:55.2,4,0,4,"shocked, disgusted",0.137004489
28774-496700,36:05.0,Survey,3,73,1,61,01:01.3,4,0,6,pressured,0.300631818
28774-496700,11:41.0,Survey,3,74,1,62,00:53.5,3,1,6,stressed,0.173081188
28774-496700,52:39.0,Survey,3,75,1,63,00:47.3,6,2,7,"vibing, ",0.671952745
28774-496700,27:31.0,Survey,3,76,1,64,00:34.5,5,1,6,hopeless,0.079276645
28774-496700,17:09.0,Survey,3,77,1,65,00:36.3,5,1,6,"determined, happy",0.831756534
28774-496700,54:19.0,Survey,3,78,1,66,00:56.7,5,1,2,"sleepy, tired, hard-worked",0.272109547
28774-496700,23:39.0,Survey,3,79,1,67,00:38.9,5,1,5,stressed,0.173081188
28774-496700,42:24.0,Survey,3,80,1,68,00:27.3,6,2,5,stressed,0.173081188
28774-496700,39:45.0,Survey,3,81,1,69,00:46.3,4,0,2,tired,0.25387319
28774-496700,03:40.0,Survey,3,82,1,70,00:43.6,4,0,4,bored,0.200936812
28774-496700,45:36.0,Survey,3,84,1,71,00:41.3,5,1,6,happy,0.966903189
28774-496700,40:56.0,Survey,3,86,1,72,00:36.6,3,1,4,"sad, stressed",0.094678145
28774-496700,50:33.0,Survey,3,87,1,73,01:35.9,4,0,4,"hungry, delightful",0.772004961
28774-496700,56:57.0,Survey,3,88,1,74,00:27.5,5,1,5,competetive,0.610986814
28774-496700,41:11.0,Survey,3,89,1,75,01:18.5,5,1,6,shocked,0.466285473
28774-496700,55:44.0,Survey,3,90,1,76,00:45.8,4,0,6,relief,0.863968508
28774-496700,21:46.0,Survey,3,93,1,78,00:27.7,5,1,2,sleepy,0.377327835
28774-496700,06:09.0,Survey,3,94,1,79,00:41.7,5,1,5,"focused, slow-paced",0.353093667
28774-496700,12:22.0,Survey,3,95,1,80,00:42.8,4,0,5,resting,0.721443907
28774-496700,24:07.0,Survey,3,97,1,82,00:49.5,4,0,3,shocked ,0.466285473
28774-496700,19:07.0,Survey,3,98,1,83,00:50.3,3,1,5,"a little sad, ",0.200316216
28774-496700,00:13.0,Survey,3,99,1,84,00:48.7,6,2,5,determined,0.735685784
28774-496700,33:15.0,Survey,3,100,1,85,01:12.4,5,1,5,full,0.61182654
28774-496700,31:23.0,Survey,3,101,1,86,01:13.9,4,0,6,happy,0.966903189
28774-496700,09:35.0,Survey,3,103,1,87,00:39.7,5,1,6,happy,0.966903189
28774-496700,51:57.0,Survey,3,104,1,88,01:05.7,4,0,5,scared,0.123329647
28774-496700,38:49.0,Survey,3,105,1,89,00:26.1,4,0,2,sleepy,0.377327835
28774-496700,51:27.0,Survey_Sleep,3,15,1,11,00:31.6,5,1,2,"sleepy, tired",0.30953814
28774-496700,18:25.0,Survey_Sleep,3,16,1,12,01:09.8,3,1,5,"sad, sleepy",0.306246602
28774-496700,57:43.0,Survey_Sleep,3,18,1,13,00:47.4,3,1,2,"sleepy, stressed",0.331514044
28774-496700,19:42.0,Survey_Sleep,3,19,1,14,00:56.6,3,1,3,"sleepy, confused",0.346661391
28774-496700,28:19.0,Survey_Sleep,3,20,1,15,00:53.9,4,0,2,sleepy,0.377327835
28774-496700,19:02.0,Survey_Sleep,3,21,1,16,00:31.3,5,1,5,shocked,0.466285473
28774-496700,51:04.0,Survey,4,106,1,90,01:02.2,3,1,1,sleepy,0.377327835
28774-496700,39:36.0,Survey,4,108,1,91,00:46.3,5,1,2,sleepy,0.377327835
28774-496700,08:55.0,Survey,4,109,1,92,00:33.2,6,2,3,"shocked, sleepy",0.394252233
28774-496700,17:37.0,Survey,4,112,1,94,01:56.3,5,1,5,nostalgic,0.606276749
28774-496700,01:49.0,Survey,4,113,1,95,00:30.9,6,2,6,happy,0.966903189
28774-496700,40:39.0,Survey,4,114,1,96,01:07.3,5,1,7,reliefed,0.871788056
28774-496700,57:03.0,Survey,4,115,1,97,00:37.7,6,2,6,happy,0.966903189
28774-496700,50:12.0,Survey,4,116,1,98,01:43.7,2,2,2,wealthy,0.803988253
28774-496700,14:49.0,Survey,4,119,1,99,00:59.3,5,1,4,laughing,0.87296166
28774-496700,01:59.0,Survey,4,120,1,100,00:36.8,6,2,6,sick,0.095921271
28774-496700,24:58.0,Survey,4,124,1,101,00:42.5,5,1,6,angry at myself,0.174119219
28774-496700,43:39.0,Survey,4,125,1,102,00:27.8,6,2,6,sad,0.123790363
28774-496700,43:30.0,Survey,4,126,1,103,02:05.0,5,1,6,sleepyu,0.406691232
28774-496700,10:54.0,Survey,4,127,1,104,01:17.6,2,2,2,tired,0.25387319
28774-496700,20:03.0,Survey,4,128,1,105,25:16.0,4,0,4,sleepy,0.377327835
28774-496700,23:28.0,Survey,4,129,1,106,00:41.8,4,0,5,fuzzy,0.321865975
28774-496700,23:34.0,Survey,4,130,1,107,00:33.2,6,2,6,determined,0.735685784
28774-496700,38:53.0,Survey,4,132,1,108,01:20.3,2,2,2,sleepy,0.377327835
28774-496700,24:29.0,Survey,4,134,1,109,00:56.9,6,2,6,full,0.61182654
28774-496700,57:39.0,Survey,4,135,1,110,00:24.6,6,2,6,happy,0.966903189
28774-496700,47:37.0,Survey,4,136,1,111,00:37.9,5,1,6,happy,0.966903189
28774-496700,03:23.0,Survey,4,137,1,112,00:34.1,6,2,5,happy,0.966903189
28774-496700,48:28.0,Survey,4,138,1,113,00:28.1,5,1,6,determined,0.735685784
28774-496700,37:28.0,Survey,4,140,1,114,00:25.8,6,2,6,okay,0.516385774
28774-496700,31:34.0,Survey_Sleep,4,23,1,17,00:42.3,4,0,2,scared,0.123329647
28774-496700,49:44.0,Survey_Sleep,4,26,1,18,01:22.7,3,1,2,tired,0.25387319
28774-496700,18:00.0,Survey_Sleep,4,28,1,19,00:47.4,5,1,5,hungry,0.317334813
28774-500361,49:40.0,Survey,1,1,1,1,02:24.4,6,2,6,Calm,0.838175618
28774-500361,13:31.0,Survey,1,2,1,2,01:56.4,6,2,6,Calm and relaxed,0.8730781
28774-500361,02:06.0,Survey,1,3,1,3,02:09.6,6,2,4,Abit tired and sore in the legs,0.168450281
28774-500361,36:55.0,Survey,1,4,1,4,01:16.4,4,0,3,feeling tired now,0.283386954
28774-500361,43:38.0,Survey,1,5,1,5,01:31.5,5,1,2,Tired abit sleepy and hungry ,0.293900671
28774-500361,23:06.0,Survey,1,6,1,6,02:13.3,3,1,5,Abit uneasy and bored,0.21546004
28774-500361,57:23.0,Survey,1,7,1,7,01:54.2,5,1,3,l feel tired and lazy,0.323002214
28774-500361,42:46.0,Survey,1,8,1,8,01:33.7,5,1,3,Motivated,0.888365416
28774-500361,29:09.0,Survey,1,9,1,9,01:34.3,6,2,5,Quite happy,0.952292444
28774-500361,01:39.0,Survey,1,10,1,10,01:52.5,4,0,4,"Tired, sleepy and hungry",0.286157793
28774-500361,57:11.0,Survey,1,11,1,11,02:25.9,6,2,6,Calm and collected,0.696018619
28774-500361,15:48.0,Survey,1,12,1,12,12:56.3,6,2,4,happy,0.966903189
28774-500361,38:17.0,Survey,1,13,1,13,01:25.8,6,2,4,Relieved ,0.867519604
